Localização;Beira Leito?;Nº do Carrinho;Cadeado;Andar;Prédio;Usuário conectado;Hostname;Patrimônio;IP;Serial Number CPU;Nome de SO;Os Release;Fabricante;Modelo;Tipo de chassi;Monitor 1;Modelo 1;Patrimônio 1;Monitor 2;Modelo 2;Patrimônio 2;Monitor 3;Modelo 3;Patrimônio 3;Webcam;Headset;DATA;Última atualização por
CC - Sala de Cirurgia 03;;;;6;Principal;ACSC\EL102500;HSI2669D158850;158850;10.30.26.45;6WZZRP2;Microsoft Windows 10 Pro x64;1803;Dell Inc.;OptiPlex 3050;desktop;Dell;P2016;158895;;;;;;;Não;Não;05/07/2025;Rafael Muller
CC - Sala de Cirurgia 04;;;;6;Principal;ACSC\m005793;HSI2669N173462;173462;10.30.27.23;2MN14W2;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;Latitude 3490;laptop;;;;;;;;;;Não;Não;05/07/2025;Rafael Muller
CC - Sala de Cirurgia 04;;;;6;Principal;ACSC\PO327889;HSI2669D158813;158813;10.30.25.163;B8BRFP2;Microsoft Windows 10 Pro x64;1709;Dell Inc.;OptiPlex 3050;desktop;Dell;P2016;158771;;;;;;;Não;Não;05/07/2025;Rafael Muller
CC - Sala de Cirurgia 05;;;;6;Principal;ACSC\denys.santos;HSI2669D158814;Sem Patrimônio;10.30.25.162;B88YFP2;Microsoft Windows 10 Pro x64;1803;Dell Inc.;OptiPlex 3050;desktop;Dell;P2016;158770;;;;;;;Não;Não;05/07/2025;Rafael Muller
CC - Sala de Cirurgia 05;;;;6;Principal;ACSC\t902391t2;HSI2623N189697;189697;10.30.24.137;9PS6QK2;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;Latitude 5480;laptop;;;;;;;;;;Não;Não;21/10/2025;Guilherme Flores
CC - Sala de Cirurgia 06;;;;6;Principal;ACSC\CP076214;HSI2669D158869;158869;10.30.25.253;6WTTRP2;Microsoft Windows 10 Pro x64;1709;Dell Inc.;OptiPlex 3050;desktop;Dell;P2016;158886;;;;;;;Não;Não;05/07/2025;Rafael Muller
CC - Sala de Cirurgia 06;;;;6;Principal;ACSC\m657642;HSI2669N188793;188793;10.30.26.89;BGMSVN2;Microsoft Windows 11 Pro x64;22H2;Dell Inc.;Latitude 5480;laptop;;;;;;;;;;Não;Não;05/07/2025;Rafael Muller
CC - Sala de Cirurgia 07;;;;6;Principal;ACSC\m302661;HSI2623N189729;189729;10.30.52.189;5WJXFP2;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;Latitude 5480;laptop;;;;;;;;;;Não;Não;26/08/2025;Rafael Muller
CC - Sala de Cirurgia 07;;;;6;Principal;ACSC\jl031516;HSI2669D158856;158856;10.30.25.251;6WWXRP2;Microsoft Windows 10 Pro x64;1709;Dell Inc.;OptiPlex 3050;desktop;Dell;P2222H;219297;;;;;;;Não;Não;16/07/2025;Guilherme Flores
CC - Sala de Cirurgia 08;;;;6;Principal;ACSC\m953381;HSI2669N173469;173469;10.30.26.60;2MR44W2;Microsoft Windows 10 Pro x64;1809;Dell Inc.;Latitude 3490;laptop;;;;;;;;;;Não;Não;13/07/2025;Rafael Muller
CC - Sala de Cirurgia 08;;;;6;Principal;ACSC\LO060589;HSI2669D158852;208663;10.30.25.252;6WZ0SP2;Microsoft Windows 10 Pro x64;1709;Dell Inc.;OptiPlex 3050;desktop;Dell;P2016;158891;;;;;;;Não;Não;13/07/2025;Rafael Muller
CC - Sala de Cirurgia 09;;;;6;Principal;ACSC\M046286;HSI2669N173465;173465;10.30.54.81;2MP74W2;Microsoft Windows 10 Pro x64;21H2;Dell Inc.;Latitude 3490;laptop;;;;;;;;;;Não;Não;05/07/2025;Rafael Muller
CC - Sala de Cirurgia 09;;;;6;Principal;ACSC\VR069914;HSI2669D158821;158821;10.30.25.160;B89SFP2;Microsoft Windows 10 Pro x64;1709;Dell Inc.;OptiPlex 3050;desktop;Dell;P2016;158769;;;;;;;Não;Não;05/07/2025;Rafael Muller
CC - Sala de Cirurgia 10 (Anestesistas);;;;6;Principal;acsc\user;HSI2669D182893;182919;10.30.27.63;B1S8WF3;Microsoft Windows 11 Pro x64;24H2;Dell Inc.;OptiPlex 3080;desktop;Dell;P2222H;219188;;;;;;;Não;Não;10/10/2025;Tiago Abreu
CC - Sala de Cirurgia 10 (Anestesistas);;;;6;Principal;acsc\user;HSI2669D182919;182893;10.30.26.49;82S8WF3;Microsoft Windows 11 Pro x64;24H2;Dell Inc.;OptiPlex 3080;desktop;Dell;P2222H;219178;;;;;;;Não;Não;10/10/2025;Tiago Abreu
CC - Sala de Preparo;;;;6;Principal;ACSC\GM963970;HSI2669D173442;173442;10.30.26.38;2JSZ3W2;Microsoft Windows 10 Pro x64;1809;Dell Inc.;OptiPlex 3060;desktop;Dell;P2018H;173408;;;;;;;Não;Não;02/07/2025;Guilherme Flores
CC - Sala de Preparo;;;;6;Principal;ACSC\SV043822;HSI2669D158871;158871;10.30.25.183;6WZTRP2;Microsoft Windows 10 Pro x64;1709;Dell Inc.;OptiPlex 3050;desktop;Dell;P2016;158355;;;;;;;Não;Não;02/07/2025;Guilherme Flores
CC - Sala de Preparo (Máquina de Crise);;;;6;Principal;ACSC\lucia.nascimento1;HSI2669D158873;158873;10.30.25.182;6X02SP2;Microsoft Windows 10 Pro x64;1709;Dell Inc.;OptiPlex 3050;desktop;Dell;P2016;158903;;;;;;;Não;Não;02/07/2025;Guilherme Flores
CC - Sala de Recuperação;;;;6;Principal;ACSC\lm425725;HSI2669D219324;219324;10.30.25.108;2H66K34;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex SFF 7010;desktop;Dell;E2222HS;189634;;;;;;;Não;Não;13/07/2025;Rafael Muller
CC - Sala de Recuperação;;;;6;Principal;ACSC\monica.santos4;HSI2669D182915;182915;10.30.27.77;31S8WF3;Microsoft Windows 10 Pro x64;20H2;Dell Inc.;OptiPlex 3080;desktop;Dell;P2018H;182852;;;;;;;Não;Não;13/07/2025;Rafael Muller
CC - Sala de Recuperação;;;;6;Principal;ACSC\JK022314;HSI2669D182928;182928;10.30.27.80;F1S8WF3;Microsoft Windows 10 Pro x64;20H2;Dell Inc.;OptiPlex 3080;desktop;Dell;P2018H;182875;;;;;;;Não;Não;13/07/2025;Rafael Muller
CC - Sala de Recuperação;;;;6;Principal;ACSC\fabio.fan;HSI2669D182911;182911;10.30.27.108;G1S8WF3;Microsoft Windows 10 Pro x64;21H1;Dell Inc.;OptiPlex 3080;desktop;Dell;P2018H;182883;;;;;;;Não;Não;13/07/2025;Rafael Muller
CC - Sala de Recuperação;;;;6;Principal;ACSC\VV169341;HSI3042D219326;219326;10.30.24.235;GG66K34;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex SFF 7010;desktop;Dell;E2222HS;189718;;;;;;;Não;Não;13/07/2025;Rafael Muller
CC - Sala de Recuperação (Máquina de Crise);;;;6;Principal;ACSC\LM425725;HSI2669D188805;188805;10.30.25.255;D166YY3;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3000;desktop;Dell;E2222HS;188864;;;;;;;Não;Não;13/07/2025;Rafael Muller
CCIH;;;;1;Principal;ACSC\CB008907;HSI2653D182757;182757;10.30.27.48;1FVJQB3;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex 3080;desktop;Dell;P2425H;230207;Dell;P2018;182750;;;;Sim;Sim;23/10/2025;Rafael Muller
CCIH;;;;1;Principal;ACSC\laura.lima;HSI2653D188845;188845;10.30.27.184;B366YY3;Microsoft Windows 11 Pro x64;24H2;Dell Inc.;OptiPlex 3000;desktop;Dell;P2016;158329;Dell;P2222HS;230145;;;;Sim;Sim;23/10/2025;Rafael Muller
CCIH;;;;1;Principal;ACSC\rodrigo.perez;HSI2653D219333;219333;10.30.24.244;2F66K34;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex SFF 7010;desktop;Dell;P2425H;230229;;;;;;;Sim;Sim;23/10/2025;Guilherme Flores
CCIH;;;;1;Principal;ACSC\laura.lima;HSI2653D219275;219275;10.30.24.120;7B66K34;Microsoft Windows 11 Pro x64;24H2;Dell Inc.;OptiPlex SFF 7010;desktop;Dell;P2222H;219457;Dell;P2016;158340;;;;Sim;Sim;23/10/2025;Guilherme Flores
CCIH;;;;1;Principal;ACSC\JA384085;HSI2653D219383;219383;10.30.24.78;GK66K34;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex SFF 7010;desktop;Dell;P2222H;219476;Dell;P2422H;196877;;;;Sim;Sim;23/10/2025;Guilherme Flores
CCIH;;;;1;Principal;ACSC\CB008907;HSI2653N11549;11549;10.30.52.169;PEK4882;Microsoft Windows 11 Pro x64;24H2;LENOVO;377224P;laptop;;;;;;;;;;Não;Não;23/10/2025;Guilherme Flores
CCIH Ministério;;;;1;Principal;ACSC\AC004141;HSI2653D196890;196890;10.30.27.192;5A248V87A;Microsoft Windows 10 Pro x64;21H1;Positivo Tecnologia SA;Positivo Master D3200;desktop;Dell;P2016;158371;AOC;E2270S;188730;;;;Sim;Sim;23/10/2025;Rafael Muller
CDI - Coordenação;;;;2;Principal;acsc\jocinei.batista;HSI2662N189732;189732;10.30.25.206;C4NR0L2;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;Latitude 5480;desktop;Dell;P2016;158787;;;;;;;Sim;Não;21/08/2025;Guilherme Flores
CDI - Corredor;;;;2;Principal;ACSC\ga068540;HSI2662D182905;182905;10.30.27.86;B0S8WF3;Microsoft Windows 11 Pro x64;24H2;Dell Inc.;OptiPlex 3080;desktop;Dell;P2222H;219453;;;;;;;Não;Não;10/10/2025;Tiago Abreu
CDI - Corredor;;;;2;Principal;ACSC\m204137;HSI2662D197005;197005;10.30.27.200;J04W5T3;Microsoft Windows 11 Pro x64;22H2;Dell Inc.;OptiPlex 3000;desktop;Dell;P2016;158359;;;;;;;Não;Não;20/08/2025;Rafael Muller
CDI - Faturamento;;;;2;Principal;ACSC\andreia.martins;HSI2662D219415;219415;10.30.24.144;7F66K34;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex SFF 7010;desktop;Dell;P2222H;219454;Dell;P2222H;219206;;;;Não;Não;20/08/2025;Rafael Muller
CDI - Faturamento;;;;2;Principal;ACSC\jocinei.batista;HSI2662D219382;219382;10.30.30.100;BJ66K34;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex SFF 7010;desktop;Dell;P2018;182858;Dell;P2018;182860;;;;Não;Não;20/08/2025;Rafael Muller
CDI - Faturamento;;;;2;Principal;ACSC\suellen.bernardo;HSI2662D182927;182927;10.30.27.145;C0S8WF3;Microsoft Windows 11 Pro x64;22H2;Dell Inc.;OptiPlex 3080;desktop;Dell;P2016;149953;Dell;P2016;158774;;;;Sim;Não;20/08/2025;Rafael Muller
CDI - Posto de Enfermagem;;;;2;Principal;ACSC\elizabete.santos;HSI2662D188818;188818;10.30.27.242;1366YY3;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3000;desktop;Dell;E2222HS;188872;Dell;P2425H;230209;;;;Não;Não;11/10/2025;Rafael Muller
CDI - Posto de Enfermagem;;;;2;Principal;ACSC\SO411602;HSI2662D158816;158816;10.30.25.159;B8BQFP2;Microsoft Windows 10 Pro x64;1709;Dell Inc.;OptiPlex 3050;desktop;Dell;P2425H;230228;Dell;P2425H;230266;;;;Não;Não;11/10/2025;Rafael Muller
CDI - Posto de Enfermagem - CLONADO (Máquina de Crise);;;;2;Principal;ACSC\HT120112;HSI2662D158815;158863;10.30.25.158;6WT0SP2;Microsoft Windows 10 Pro x64;1709;Dell Inc.;OptiPlex 3050;desktop;Dell;P2016;158786;Dell;P2314;197066;;;;Não;Não;20/08/2025;Rafael Muller
CDI - Radiologia 01;;;;2;Principal;ACSC\rosangela.heckert;HSI2662D182929;230099;10.30.27.106;80S8WF3;Microsoft Windows 10 Pro x64;21H1;Dell Inc.;OptiPlex 3080;desktop;Dell;P2018;182855;;;;;;;Não;Não;20/08/2025;Rafael Muller
CDI - Recepção;;;;2;Principal;ACSC\GB196487;HSI2662D188810;188810;10.30.26.118;5266YY3;Microsoft Windows 11 Pro x64;21H2;Dell Inc.;OptiPlex 3000;desktop;Dell;P2016;158783;;;;;;;Sim;Não;20/08/2025;Rafael Muller
CDI - Recepção;;;;2;Principal;ACSC\RS120355;HSI2657D219330;219330;10.30.24.226;8F66K34;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex SFF 7010;desktop;Dell;E2222HS;189625;;;;;;;Sim;Não;20/08/2025;Guilherme Flores
CDI - Recepção;;;;2;Principal;ACSC\rs120355;HSI2657D219391;;10.30.24.229;9H66K34;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex SFF 7010;desktop;Dell;P2016;219872;;;;;;;Sim;Não;20/08/2025;Guilherme Flores
CDI - Recepção (Máquina de Crise);;;;2;Principal;ACSC\GS014148;HSI2662D196833;196833;10.30.27.186;9D83LQ3;Microsoft Windows 10 Pro x64;21H2;Dell Inc.;OptiPlex 3090;desktop;Dell;P2016;149960;;;;;;;Não;Não;20/08/2025;Rafael Muller
CDI - Sala de Estudos;;;;2;Principal;ACSC\af054161;HSI2662D158836;158836;10.30.25.189;B82WFP2;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3050;desktop;Dell;E2222HS;183995;;;;;;;Não;Sim;21/08/2025;Guilherme Flores
CDI - Sala de Estudos;;;;2;Principal;ACSC\GS014148;HSI2662D158802;158802;10.30.25.184;B85TFP2;Microsoft Windows 11 Pro x64;24H2;Dell Inc.;OptiPlex 3050;desktop;Dell;P2018;218044;;;;;;;Não;Não;21/08/2025;Guilherme Flores
CDI - Sala de Estudos;;;;2;Principal;ACSC\JZ079680;HSI2662D158806;158806;10.30.25.201;B8BZFP2;Microsoft Windows 10 Pro x64;1709;Dell Inc.;OptiPlex 3050;desktop;AOC;E2270S;188785;;;;;;;Não;Não;31/10/2025;Rafael Muller
CDI - Sala de Laudos;;;;2;Principal;ACSC\RC117585;HSI2662D219375;219375;10.30.24.95;6H66K34;Microsoft Windows 11 Pro x64;24H2;Dell Inc.;OptiPlex SFF 7010;desktop;Dell;E2222HS;183998;Dell;E2222HS;183993;;;;Não;Sim;23/09/2025;Guilherme Flores
CDI - Sala de Laudos;;;;2;Principal;ACSC\JL113757;HSI2662D182903;182903;10.30.27.85;52S8WF3;Microsoft Windows 10 Pro x64;20H2;Dell Inc.;OptiPlex 3080;desktop;Dell;E2222HS;183982;Dell;E2222HS;189649;;;;Não;Sim;21/08/2025;Guilherme Flores
CDI - Sala de Laudos;;;;2;Principal;ACSC\GS014148;HSI2662D219386;219386;10.30.24.150;7J66K34;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex SFF 7010;desktop;Dell;P2222H;219210;Dell;P2222H;219489;;;;Não;Não;21/08/2025;Guilherme Flores
CDI - Sala de Laudos;;;;2;Principal;ACSC\JF023801;HSI2662D219377;219377;10.30.24.108;GF66K34;Microsoft Windows 11 Pro x64;24H2;Dell Inc.;OptiPlex SFF 7010;desktop;Dell;P2222H;219448;Dell;P2222H;219204;;;;Não;Não;07/10/2025;Guilherme Flores
CDI - Sala dos Médicos;;;;2;Principal;ACSC\eduardo.grether;HSI2662D158547;158547;10.30.24.248;FMNZHK2;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 5050;desktop;Dell;P2422H;196876;Dell;P2415Q;158524;Dell;P2415Q;158525;Não;Não;20/08/2025;Guilherme Flores
CDI - Sala dos Médicos;;;;2;Principal;ACSC\User;HSI2655D158545;158551;10.30.26.62;FMP1JK2;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 5050;desktop;Dell;P2415Q;158533;Dell;P2415Q;158534;Dell;P2422H;196882;Não;Não;20/08/2025;Rafael Muller
CDI - Sala dos Médicos;;;;2;Principal;ACSC\m107482;HSI2662D158549;158549;10.30.25.74;FMPSHK2;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 5050;desktop;Dell;P24156Q;158530;Dell;P2415Q;158529;;;;Não;Não;20/08/2025;Guilherme Flores
CDI - Sala dos Médicos;;;;2;Principal;ACSC\m975565;HSI2662D158557;158557;10.30.24.45;FMPVHK2;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 5050;desktop;Dell;P2415Q;158520;Dell;P2415Q;158521;;;;Não;Não;20/08/2025;Rafael Muller
CDI - Sala dos Médicos;;;;2;Principal;ACSC\m528699;HSI2661D158546;158546;10.30.24.44;FMPXHK2;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 5050;desktop;Dell;P2415Q;158522;Dell;P2415Q;158523;Dell;P2422H;196879;Não;Não;20/08/2025;Guilherme Flores
CDI - Sala dos Médicos;;;;2;Principal;ACSC\m876704;HSI2662D158553;158553;10.30.24.148;FMPYHK2;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 5050;desktop;Dell;P2415Q;158532;Dell;P2415Q;158531;;;;Não;Não;20/08/2025;Guilherme Flores
CDI - Sala dos Médicos;;;;2;Principal;ACSC\m071758;HSI2662D158554;158554;10.30.25.98;FMPZHK2;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 5050;desktop;Dell;P2415Q;158536;Dell;P2415Q;158535;;;;Não;Não;20/08/2025;Guilherme Flores
CDI - Sala dos Médicos;;;;2;Principal;ACSC\m745098;HSI2662D158556;158556;10.30.25.35;FMQSHK2;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 5050;desktop;Dell;P2415Q;158544;Dell;P2415Q;158538;;;;Não;Não;20/08/2025;Guilherme Flores
CDI - Sala dos Médicos;;;;2;Principal;ACSC\diego.soares;HSI2662D158548;158548;10.30.24.17;FMQTHK2;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 5050;desktop;Dell;P2415Q;158527;Dell;P2415Q;158528;Dell;P2422H;196883;Não;Não;20/08/2025;Guilherme Flores
CDI - Tomografia;;;;2;Principal;ACSC\Vd049687;HSI2662D197006;197006;10.30.27.199;214W5T3;Microsoft Windows 11 Pro x64;22H2;Dell Inc.;OptiPlex 3000;desktop;Dell;P2016;149913;;;;;;;Não;Não;20/08/2025;Guilherme Flores
CDI - Tomografia;;;;2;Principal;ACSC\luiz.pagani;HSI2662D197010;197010;10.30.27.198;314W5T3;Microsoft Windows 11 Pro x64;22H2;Dell Inc.;OptiPlex 3000;desktop;Dell;P2415Q;158539;Dell;P2423D;230146;;;;Não;Não;20/08/2025;Guilherme Flores
CDI - Tomografia;;;;2;Principal;ACSC\m947107;HSI2662D158552;158552;10.30.24.46;FMQ0JK2;Microsoft Windows 10 Pro x64;20H2;Dell Inc.;OptiPlex 5050;desktop;Dell;P2422H;197000;Dell;P2422H;197003;Dell;P2415Q;158540;Não;Sim;20/08/2025;Guilherme Flores
CDI - Ultrassom 01;;;;2;Principal;ACSC\m161210;HSI2662D196831;;10.30.27.181;7F83LQ3;Microsoft Windows 10 Pro x64;21H2;Dell Inc.;OptiPlex 3090;desktop;Dell;E2222HS;196817;;;;;;;Não;Não;20/08/2025;Rafael Muller
CDI - Ultrassom 02;;;;2;Principal;ACSC\m099849;HSI2662D196848;196848;10.30.27.180;4F83LQ3;Microsoft Windows 10 Pro x64;21H2;Dell Inc.;OptiPlex 3090;desktop;Dell;E2222HS;196818;;;;;;;Não;Não;20/08/2025;Guilherme Flores
CDI - Ultrassom 03;;;;2;Principal;ACSC\js013165;HSI2662D196835;196835;10.30.27.179;1F83LQ3;Microsoft Windows 10 Pro x64;21H2;Dell Inc.;OptiPlex 3090;desktop;Dell;E2222HS;196815;;;;;;;Não;Não;20/08/2025;Guilherme Flores
Cehosi - Sala dos Médicos;;;;2;Principal;ACSC\m049895;HSI3168D182894;182894;10.30.9.22;40S8WF3;Microsoft Windows 10 Pro x64;20H2;Dell Inc.;OptiPlex 3080;desktop;Dell;P2018H;182891;;;;;;;Não;Não;26/08/2025;Rafael Muller
Central de Agendamento;;;;0;Principal;ACSC\hsi-agenda07;HSI3088D219366;219366;10.30.24.98;3G66K34;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex SFF 7010;desktop;Dell;E2222HS;189637;Dell;P2425H;230249;;;;Não;Não;12/10/2025;Rafael Muller
Central de Agendamento;;;;0;Principal;ACSC\hsi-agenda04;HSI3088D219278;219278;10.30.24.161;4C66K34;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex SFF 7010;desktop;AOC;E2270S;188782;Dell;P2016;158322;;;;Não;Não;09/07/2025;Rafael Muller
Central de Agendamento;;;;0;Principal;ACSC\hsi-agenda02;HSI3088D158864;158864;10.30.25.249;6WVWRP2;Microsoft Windows 11 Pro x64;24H2;Dell Inc.;OptiPlex 3050;desktop;Dell;P2425H;230201;Dell;P2016;158892;;;;Não;Não;09/07/2025;Rafael Muller
Central de Agendamento;;;;0;Principal;ACSC\hsi-agenda02;HSI3088D158826;158826;10.30.25.161;B8CQFP2;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3050;desktop;AOC;E2270S;188778;Dell;P2016;149952;;;;Não;Não;09/07/2025;Guilherme Flores
Central de Agendamento;;;;0;Principal;ACSC\hsi-agenda03;HSI3088D197040;197040;10.30.27.201;BRJ2433HX1;Microsoft Windows 10 Pro x64;22H2;HP;HP ProDesk 400 G7 Small Form Factor PC;desktop;AOC;E2270S;188718;Dell;P2425H;230201;;;;Não;Sim;22/10/2025;Guilherme Flores
Central de Agendamento;;;;0;Principal;ACSC\diego.amaral;HSI3229D196801;196801;10.30.27.156;CGNNHQ3;Microsoft Windows 10 Pro x64;21H2;Dell Inc.;OptiPlex 3090;desktop;Dell;E2222HS;183979;Dell;P2425H;230210;;;;Não;Não;09/07/2025;Guilherme Flores
Central de Agendamento;;;;0;Principal;ACSC\hsi-agenda02;HSI3088D219367;219367;10.30.26.46;FD66K34;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex SFF 7010;desktop;Dell;E2222HS;189628;AOC;E2270S;;;;;Não;Não;09/07/2025;Rafael Muller
Central de Agendamento;;;;0;Principal;ACSC\hsi-agenda05;HSI3088D196803;196803;10.30.27.152;FGNNHQ3;Microsoft Windows 11 Pro x64;21H2;Dell Inc.;OptiPlex 3090;desktop;Dell;P2018H;173621;Dell;P2016;149942;;;;Não;Não;09/07/2025;Guilherme Flores
Central de Agendamento;;;;0;Principal;ACSC\LR041370;HSI3088D219365;219365;10.30.24.38;HG66K34;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex SFF 7010;desktop;AOC;E2270S;188739;Dell;E2222HS;183988;;;;Não;Não;09/07/2025;Guilherme Flores
Central de Equipamentos;;;;4;Principal;ACSC\RP086395;HSI3020D208167;208167;10.30.24.59;2JM14W2;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3060;desktop;Dell;P2016;158789;;;;;;;Não;Não;05/07/2025;Rafael Muller
Centro Médico - Realizar Inventário(INFRA);;;;;Norte Shopping;ACSC\GL141024;HSI2607D183813;;10.30.27.122;6GXXYK3;Microsoft Windows 10 Pro x64;21H1;Dell Inc.;OptiPlex 3080;desktop;;;;;;;;;;;;;?
Centro Médico - Realizar Inventário(INFRA);;;;;Norte Shopping;ACSC\m782723;HSI2607D183819;;10.30.27.129;7GXXYK3;Microsoft Windows 10 Pro x64;20H2;Dell Inc.;OptiPlex 3080;desktop;;;;;;;;;;;;;?
Centro Médico - Realizar Inventário(INFRA);;;;;Norte Shopping;ACSC\JK007712;HSI2607D183814;;10.30.27.123;8GXXYK3;Microsoft Windows 10 Pro x64;21H1;Dell Inc.;OptiPlex 3080;desktop;;;;;;;;;;;;;?
Centro Médico - Realizar Inventário(INFRA);;;;;Norte Shopping;ACSC\hsi-cmsl01;HSI2607D183815;;10.30.27.124;9GXXYK3;Microsoft Windows 10 Pro x64;21H2;Dell Inc.;OptiPlex 3080;desktop;;;;;;;;;;;;;?
Centro Médico - Realizar Inventário(INFRA);;;;;Norte Shopping;ACSC\ana-claudia.pereira;HSI2607N183828;;10.30.53.234;G74X1L3;Microsoft Windows 10 Pro x64;21H2;Dell Inc.;Latitude 3420;laptop;;;;;;;;;;;;;?
Centro Médico - Realizar Inventário(INFRA);;;;;Norte Shopping;;HSI2607D183812;;10.30.27.121;4GXXYK3;Microsoft Windows 10 Pro x64;21H2;Dell Inc.;OptiPlex 3080;desktop;;;;;;;;;;;;;?
Centro Médico - Realizar Inventário(INFRA);;;;;Norte Shopping;acsc\m090729;HSI2607D183817;183817;10.30.27.127;JFXXYK3;Microsoft Windows 10 Pro x64;21H1;Dell Inc.;OptiPlex 3080;desktop;;;;;;;;;;;;;?
Centro Médico - Realizar Inventário(INFRA);;;;;Norte Shopping;acsc\m090729;HSI2607D183816;183816;10.30.27.125;2GXXYK3;Microsoft Windows 10 Pro x64;21H2;Dell Inc.;OptiPlex 3080;desktop;;;;;;;;;;;;;?
Centro Médico - Realizar Inventário(INFRA) (Máquina de Crise);;;;;Norte Shopping;ACSC\hsi-cmsl05;HSI2607D183818;;10.30.27.128;5GXXYK3;Microsoft Windows 10 Pro x64;21H1;Dell Inc.;OptiPlex 3080;desktop;;;;;;;;;;;;;?
Centro Obstétrico - Berçario;;;;3;Principal;ACSC\jaine.hans;HSIEDB4T7ZS3;189675;10.30.24.8;H3F8NY3;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3000;desktop;AOC;E2270S;188732;;;;;;;Não;Não;22/08/2025;Rafael Muller
Centro Obstétrico - Coordenação;;;;3;Principal;ACSC\leticia.lamberti;HSI2673D219335;219335;10.30.24.82;5G66K34;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex SFF 7010;desktop;DELL;E2222HS;197056;;;;;;;Sim;Não;06/07/2025;Tiago Abreu
Centro Obstétrico - Farmácia;;;;3;Principal;ACSC\tracy.gosava;HSI3324D189662;189662;10.30.27.234;33F8NY3;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3000;desktop;AOC;E2270S;188726;;;;;;;;;08/07/2025;Tiago Abreu
Centro Obstétrico - Farmácia;;;;3;Principal;ACSC\JS092020;HSI3324D189672;189672;10.30.27.241;53F8NY3;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3000;desktop;AOC;E2270S;188775;;;;;;;;;08/07/2025;Tiago Abreu
Centro Obstétrico - Posto de Enfermagem;;;;3;Principal;ACSC\carla.silverio;HSI2670D189674;189674;10.30.24.116;13F8NY3;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3000;desktop;AOC;E2270S;188776;;;;;;;Não;Não;06/07/2025;Tiago Abreu
Centro Obstétrico - Posto de Enfermagem;;;;3;Principal;ACSC\m021668;HSI2670D219361;219361;10.30.24.58;9966K34;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex SFF 7010;desktop;DELL;E2222HS;189658;;;;;;;Não;Não;06/07/2025;Tiago Abreu
Centro Obstétrico - Posto de Enfermagem;;;;3;Principal;ACSC\leda.struck;HSI2670D219323;219323;10.30.24.54;9D66K34;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex SFF 7010;desktop;DELL;E2222HS;189630;;;;;;;Não;Não;06/07/2025;Tiago Abreu
Centro Obstétrico - Posto de Enfermagem;;;;3;Principal;ACSC\CJ013121;HSI2670D219368;219368;10.30.24.57;BD66K34;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex SFF 7010;desktop;DELL;E2222HS;189644;;;;;;;Não;Não;06/07/2025;Tiago Abreu
